id,domain,risk_level,ko,vi,normalized_ko,term_refs,status
VIS0140,manufacturing_machine,normal,공구함 문제 있으면 바로 말하세요.,"Nếu hộp dụng cụ có vấn đề, hãy báo ngay.",공구함 문제 있으면 바로 말하세요.,VIT0024,seed_needs_native_field_review
VIS0141,manufacturing_machine,normal,공구함 작업 전 안전 상태를 확인하세요.,"Trước khi làm hộp dụng cụ, hãy kiểm tra tình trạng an toàn.",공구함 작업 전 안전 상태를 확인하세요.,VIT0024,seed_needs_native_field_review
VIS0142,manufacturing_machine,normal,공구함 끝나면 관리자에게 보고하세요.,"Khi xong hộp dụng cụ, hãy báo cho quản lý.",공구함 끝나면 관리자에게 보고하세요.,VIT0024,seed_needs_native_field_review
VIS0143,manufacturing_machine,normal,공구함는 따로 보관하세요.,Hãy bảo quản riêng hộp dụng cụ.,공구함는 따로 보관하세요.,VIT0024,seed_needs_native_field_review
VIS0144,manufacturing_machine,normal,공구함 주변을 정리하세요.,Hãy dọn dẹp xung quanh hộp dụng cụ.,공구함 주변을 정리하세요.,VIT0024,seed_needs_native_field_review
VIS0145,manufacturing_machine,normal,톱날 확인하고 시작하세요.,Hãy kiểm tra lưỡi cưa rồi bắt đầu.,톱날 확인하고 시작하세요.,VIT0025,seed_needs_native_field_review
VIS0146,manufacturing_machine,normal,톱날 문제 있으면 바로 말하세요.,"Nếu lưỡi cưa có vấn đề, hãy báo ngay.",톱날 문제 있으면 바로 말하세요.,VIT0025,seed_needs_native_field_review
VIS0147,manufacturing_machine,normal,톱날 작업 전 안전 상태를 확인하세요.,"Trước khi làm lưỡi cưa, hãy kiểm tra tình trạng an toàn.",톱날 작업 전 안전 상태를 확인하세요.,VIT0025,seed_needs_native_field_review
VIS0148,manufacturing_machine,normal,톱날 끝나면 관리자에게 보고하세요.,"Khi xong lưỡi cưa, hãy báo cho quản lý.",톱날 끝나면 관리자에게 보고하세요.,VIT0025,seed_needs_native_field_review
VIS0149,manufacturing_machine,normal,톱날는 따로 보관하세요.,Hãy bảo quản riêng lưỡi cưa.,톱날는 따로 보관하세요.,VIT0025,seed_needs_native_field_review
VIS0150,manufacturing_machine,normal,톱날 주변을 정리하세요.,Hãy dọn dẹp xung quanh lưỡi cưa.,톱날 주변을 정리하세요.,VIT0025,seed_needs_native_field_review
VIS0151,manufacturing_machine,normal,칼날 확인하고 시작하세요.,Hãy kiểm tra lưỡi dao rồi bắt đầu.,칼날 확인하고 시작하세요.,VIT0026,seed_needs_native_field_review
VIS0152,manufacturing_machine,normal,칼날 문제 있으면 바로 말하세요.,"Nếu lưỡi dao có vấn đề, hãy báo ngay.",칼날 문제 있으면 바로 말하세요.,VIT0026,seed_needs_native_field_review
VIS0153,manufacturing_machine,normal,칼날 작업 전 안전 상태를 확인하세요.,"Trước khi làm lưỡi dao, hãy kiểm tra tình trạng an toàn.",칼날 작업 전 안전 상태를 확인하세요.,VIT0026,seed_needs_native_field_review
VIS0154,manufacturing_machine,normal,칼날 끝나면 관리자에게 보고하세요.,"Khi xong lưỡi dao, hãy báo cho quản lý.",칼날 끝나면 관리자에게 보고하세요.,VIT0026,seed_needs_native_field_review
VIS0155,manufacturing_machine,normal,칼날는 따로 보관하세요.,Hãy bảo quản riêng lưỡi dao.,칼날는 따로 보관하세요.,VIT0026,seed_needs_native_field_review
VIS0156,manufacturing_machine,normal,칼날 주변을 정리하세요.,Hãy dọn dẹp xung quanh lưỡi dao.,칼날 주변을 정리하세요.,VIT0026,seed_needs_native_field_review
VIS0157,manufacturing_machine,normal,드릴 비트 확인하고 시작하세요.,Hãy kiểm tra mũi khoan rồi bắt đầu.,드릴 비트 확인하고 시작하세요.,VIT0027,seed_needs_native_field_review
VIS0158,manufacturing_machine,normal,드릴 비트 문제 있으면 바로 말하세요.,"Nếu mũi khoan có vấn đề, hãy báo ngay.",드릴 비트 문제 있으면 바로 말하세요.,VIT0027,seed_needs_native_field_review
VIS0159,manufacturing_machine,normal,드릴 비트 작업 전 안전 상태를 확인하세요.,"Trước khi làm mũi khoan, hãy kiểm tra tình trạng an toàn.",드릴 비트 작업 전 안전 상태를 확인하세요.,VIT0027,seed_needs_native_field_review
VIS0160,manufacturing_machine,normal,드릴 비트 끝나면 관리자에게 보고하세요.,"Khi xong mũi khoan, hãy báo cho quản lý.",드릴 비트 끝나면 관리자에게 보고하세요.,VIT0027,seed_needs_native_field_review
VIS0161,manufacturing_machine,normal,드릴 비트는 따로 보관하세요.,Hãy bảo quản riêng mũi khoan.,드릴 비트는 따로 보관하세요.,VIT0027,seed_needs_native_field_review
VIS0162,manufacturing_machine,normal,드릴 비트 주변을 정리하세요.,Hãy dọn dẹp xung quanh mũi khoan.,드릴 비트 주변을 정리하세요.,VIT0027,seed_needs_native_field_review
VIS0163,manufacturing_machine,normal,기리 확인하고 시작하세요.,Hãy kiểm tra mũi khoan rồi bắt đầu.,기리 확인하고 시작하세요.,VIT0028,seed_needs_native_field_review
VIS0164,manufacturing_machine,normal,기리 문제 있으면 바로 말하세요.,"Nếu mũi khoan có vấn đề, hãy báo ngay.",기리 문제 있으면 바로 말하세요.,VIT0028,seed_needs_native_field_review
VIS0165,manufacturing_machine,normal,기리 작업 전 안전 상태를 확인하세요.,"Trước khi làm mũi khoan, hãy kiểm tra tình trạng an toàn.",기리 작업 전 안전 상태를 확인하세요.,VIT0028,seed_needs_native_field_review
VIS0166,manufacturing_machine,normal,기리 끝나면 관리자에게 보고하세요.,"Khi xong mũi khoan, hãy báo cho quản lý.",기리 끝나면 관리자에게 보고하세요.,VIT0028,seed_needs_native_field_review
VIS0167,manufacturing_machine,normal,기리는 따로 보관하세요.,Hãy bảo quản riêng mũi khoan.,기리는 따로 보관하세요.,VIT0028,seed_needs_native_field_review
VIS0168,manufacturing_machine,normal,기리 주변을 정리하세요.,Hãy dọn dẹp xung quanh mũi khoan.,기리 주변을 정리하세요.,VIT0028,seed_needs_native_field_review
VIS0169,manufacturing_machine,normal,방호덮개 확인하고 시작하세요.,Hãy kiểm tra nắp che bảo vệ rồi bắt đầu.,방호덮개 확인하고 시작하세요.,VIT0029,seed_needs_native_field_review
VIS0170,manufacturing_machine,normal,방호덮개 문제 있으면 바로 말하세요.,"Nếu nắp che bảo vệ có vấn đề, hãy báo ngay.",방호덮개 문제 있으면 바로 말하세요.,VIT0029,seed_needs_native_field_review
VIS0171,manufacturing_machine,normal,방호덮개 작업 전 안전 상태를 확인하세요.,"Trước khi làm nắp che bảo vệ, hãy kiểm tra tình trạng an toàn.",방호덮개 작업 전 안전 상태를 확인하세요.,VIT0029,seed_needs_native_field_review
VIS0172,manufacturing_machine,normal,방호덮개 끝나면 관리자에게 보고하세요.,"Khi xong nắp che bảo vệ, hãy báo cho quản lý.",방호덮개 끝나면 관리자에게 보고하세요.,VIT0029,seed_needs_native_field_review
VIS0173,manufacturing_machine,normal,방호덮개는 따로 보관하세요.,Hãy bảo quản riêng nắp che bảo vệ.,방호덮개는 따로 보관하세요.,VIT0029,seed_needs_native_field_review
VIS0174,manufacturing_machine,normal,방호덮개 주변을 정리하세요.,Hãy dọn dẹp xung quanh nắp che bảo vệ.,방호덮개 주변을 정리하세요.,VIT0029,seed_needs_native_field_review
VIS0175,manufacturing_machine,normal,인터록 확인하고 시작하세요.,Hãy kiểm tra khóa liên động an toàn rồi bắt đầu.,인터록 확인하고 시작하세요.,VIT0030,seed_needs_native_field_review
VIS0176,manufacturing_machine,normal,인터록 문제 있으면 바로 말하세요.,"Nếu khóa liên động an toàn có vấn đề, hãy báo ngay.",인터록 문제 있으면 바로 말하세요.,VIT0030,seed_needs_native_field_review
VIS0177,manufacturing_machine,normal,인터록 작업 전 안전 상태를 확인하세요.,"Trước khi làm khóa liên động an toàn, hãy kiểm tra tình trạng an toàn.",인터록 작업 전 안전 상태를 확인하세요.,VIT0030,seed_needs_native_field_review
VIS0178,manufacturing_machine,normal,인터록 끝나면 관리자에게 보고하세요.,"Khi xong khóa liên động an toàn, hãy báo cho quản lý.",인터록 끝나면 관리자에게 보고하세요.,VIT0030,seed_needs_native_field_review
VIS0179,manufacturing_machine,normal,인터록는 따로 보관하세요.,Hãy bảo quản riêng khóa liên động an toàn.,인터록는 따로 보관하세요.,VIT0030,seed_needs_native_field_review
VIS0180,manufacturing_machine,normal,인터록 주변을 정리하세요.,Hãy dọn dẹp xung quanh khóa liên động an toàn.,인터록 주변을 정리하세요.,VIT0030,seed_needs_native_field_review
VIS0181,manufacturing_machine,normal,센서 확인하고 시작하세요.,Hãy kiểm tra cảm biến rồi bắt đầu.,센서 확인하고 시작하세요.,VIT0031,seed_needs_native_field_review
VIS0182,manufacturing_machine,normal,센서 문제 있으면 바로 말하세요.,"Nếu cảm biến có vấn đề, hãy báo ngay.",센서 문제 있으면 바로 말하세요.,VIT0031,seed_needs_native_field_review
VIS0183,manufacturing_machine,normal,센서 작업 전 안전 상태를 확인하세요.,"Trước khi làm cảm biến, hãy kiểm tra tình trạng an toàn.",센서 작업 전 안전 상태를 확인하세요.,VIT0031,seed_needs_native_field_review
VIS0184,manufacturing_machine,normal,센서 끝나면 관리자에게 보고하세요.,"Khi xong cảm biến, hãy báo cho quản lý.",센서 끝나면 관리자에게 보고하세요.,VIT0031,seed_needs_native_field_review
VIS0185,manufacturing_machine,normal,센서는 따로 보관하세요.,Hãy bảo quản riêng cảm biến.,센서는 따로 보관하세요.,VIT0031,seed_needs_native_field_review
VIS0186,manufacturing_machine,normal,센서 주변을 정리하세요.,Hãy dọn dẹp xung quanh cảm biến.,센서 주변을 정리하세요.,VIT0031,seed_needs_native_field_review
VIS0187,manufacturing_machine,normal,비상정지버튼 확인하고 시작하세요.,Hãy kiểm tra nút dừng khẩn cấp rồi bắt đầu.,비상정지버튼 확인하고 시작하세요.,VIT0032,seed_needs_native_field_review
VIS0188,manufacturing_machine,normal,비상정지버튼 문제 있으면 바로 말하세요.,"Nếu nút dừng khẩn cấp có vấn đề, hãy báo ngay.",비상정지버튼 문제 있으면 바로 말하세요.,VIT0032,seed_needs_native_field_review
VIS0189,manufacturing_machine,normal,비상정지버튼 작업 전 안전 상태를 확인하세요.,"Trước khi làm nút dừng khẩn cấp, hãy kiểm tra tình trạng an toàn.",비상정지버튼 작업 전 안전 상태를 확인하세요.,VIT0032,seed_needs_native_field_review
VIS0190,manufacturing_machine,normal,비상정지버튼 끝나면 관리자에게 보고하세요.,"Khi xong nút dừng khẩn cấp, hãy báo cho quản lý.",비상정지버튼 끝나면 관리자에게 보고하세요.,VIT0032,seed_needs_native_field_review
VIS0191,manufacturing_machine,normal,비상정지버튼는 따로 보관하세요.,Hãy bảo quản riêng nút dừng khẩn cấp.,비상정지버튼는 따로 보관하세요.,VIT0032,seed_needs_native_field_review
VIS0192,manufacturing_machine,normal,비상정지버튼 주변을 정리하세요.,Hãy dọn dẹp xung quanh nút dừng khẩn cấp.,비상정지버튼 주변을 정리하세요.,VIT0032,seed_needs_native_field_review
VIS0193,manufacturing_machine,normal,회전체 확인하고 시작하세요.,Hãy kiểm tra bộ phận quay rồi bắt đầu.,회전체 확인하고 시작하세요.,VIT0033,seed_needs_native_field_review
VIS0194,manufacturing_machine,normal,회전체 문제 있으면 바로 말하세요.,"Nếu bộ phận quay có vấn đề, hãy báo ngay.",회전체 문제 있으면 바로 말하세요.,VIT0033,seed_needs_native_field_review
VIS0195,manufacturing_machine,normal,회전체 작업 전 안전 상태를 확인하세요.,"Trước khi làm bộ phận quay, hãy kiểm tra tình trạng an toàn.",회전체 작업 전 안전 상태를 확인하세요.,VIT0033,seed_needs_native_field_review
VIS0196,manufacturing_machine,normal,회전체 끝나면 관리자에게 보고하세요.,"Khi xong bộ phận quay, hãy báo cho quản lý.",회전체 끝나면 관리자에게 보고하세요.,VIT0033,seed_needs_native_field_review
VIS0197,manufacturing_machine,normal,회전체는 따로 보관하세요.,Hãy bảo quản riêng bộ phận quay.,회전체는 따로 보관하세요.,VIT0033,seed_needs_native_field_review
VIS0198,manufacturing_machine,normal,회전체 주변을 정리하세요.,Hãy dọn dẹp xung quanh bộ phận quay.,회전체 주변을 정리하세요.,VIT0033,seed_needs_native_field_review
VIS0199,manufacturing_machine,normal,동력전달부 확인하고 시작하세요.,Hãy kiểm tra bộ phận truyền động rồi bắt đầu.,동력전달부 확인하고 시작하세요.,VIT0034,seed_needs_native_field_review
VIS0200,manufacturing_machine,normal,동력전달부 문제 있으면 바로 말하세요.,"Nếu bộ phận truyền động có vấn đề, hãy báo ngay.",동력전달부 문제 있으면 바로 말하세요.,VIT0034,seed_needs_native_field_review
VIS0201,manufacturing_machine,normal,동력전달부 작업 전 안전 상태를 확인하세요.,"Trước khi làm bộ phận truyền động, hãy kiểm tra tình trạng an toàn.",동력전달부 작업 전 안전 상태를 확인하세요.,VIT0034,seed_needs_native_field_review
VIS0202,manufacturing_machine,normal,동력전달부 끝나면 관리자에게 보고하세요.,"Khi xong bộ phận truyền động, hãy báo cho quản lý.",동력전달부 끝나면 관리자에게 보고하세요.,VIT0034,seed_needs_native_field_review
VIS0203,manufacturing_machine,normal,동력전달부는 따로 보관하세요.,Hãy bảo quản riêng bộ phận truyền động.,동력전달부는 따로 보관하세요.,VIT0034,seed_needs_native_field_review
VIS0204,manufacturing_machine,normal,동력전달부 주변을 정리하세요.,Hãy dọn dẹp xung quanh bộ phận truyền động.,동력전달부 주변을 정리하세요.,VIT0034,seed_needs_native_field_review
VIS0205,manufacturing_machine,normal,끼임점 확인하고 시작하세요.,Hãy kiểm tra điểm kẹp rồi bắt đầu.,끼임점 확인하고 시작하세요.,VIT0035,seed_needs_native_field_review
VIS0206,manufacturing_machine,normal,끼임점 문제 있으면 바로 말하세요.,"Nếu điểm kẹp có vấn đề, hãy báo ngay.",끼임점 문제 있으면 바로 말하세요.,VIT0035,seed_needs_native_field_review
VIS0207,manufacturing_machine,normal,끼임점 작업 전 안전 상태를 확인하세요.,"Trước khi làm điểm kẹp, hãy kiểm tra tình trạng an toàn.",끼임점 작업 전 안전 상태를 확인하세요.,VIT0035,seed_needs_native_field_review
VIS0208,manufacturing_machine,normal,끼임점 끝나면 관리자에게 보고하세요.,"Khi xong điểm kẹp, hãy báo cho quản lý.",끼임점 끝나면 관리자에게 보고하세요.,VIT0035,seed_needs_native_field_review
VIS0209,manufacturing_machine,normal,끼임점는 따로 보관하세요.,Hãy bảo quản riêng điểm kẹp.,끼임점는 따로 보관하세요.,VIT0035,seed_needs_native_field_review
VIS0210,manufacturing_machine,normal,끼임점 주변을 정리하세요.,Hãy dọn dẹp xung quanh điểm kẹp.,끼임점 주변을 정리하세요.,VIT0035,seed_needs_native_field_review
VIS0211,manufacturing_machine,normal,공압 확인하고 시작하세요.,Hãy kiểm tra khí nén rồi bắt đầu.,공압 확인하고 시작하세요.,VIT0036,seed_needs_native_field_review
VIS0212,manufacturing_machine,normal,공압 문제 있으면 바로 말하세요.,"Nếu khí nén có vấn đề, hãy báo ngay.",공압 문제 있으면 바로 말하세요.,VIT0036,seed_needs_native_field_review
VIS0213,manufacturing_machine,normal,공압 작업 전 안전 상태를 확인하세요.,"Trước khi làm khí nén, hãy kiểm tra tình trạng an toàn.",공압 작업 전 안전 상태를 확인하세요.,VIT0036,seed_needs_native_field_review
VIS0214,manufacturing_machine,normal,공압 끝나면 관리자에게 보고하세요.,"Khi xong khí nén, hãy báo cho quản lý.",공압 끝나면 관리자에게 보고하세요.,VIT0036,seed_needs_native_field_review
VIS0215,manufacturing_machine,normal,공압는 따로 보관하세요.,Hãy bảo quản riêng khí nén.,공압는 따로 보관하세요.,VIT0036,seed_needs_native_field_review
VIS0216,manufacturing_machine,normal,공압 주변을 정리하세요.,Hãy dọn dẹp xung quanh khí nén.,공압 주변을 정리하세요.,VIT0036,seed_needs_native_field_review
VIS0217,manufacturing_machine,normal,유압 확인하고 시작하세요.,Hãy kiểm tra thủy lực rồi bắt đầu.,유압 확인하고 시작하세요.,VIT0037,seed_needs_native_field_review
VIS0218,manufacturing_machine,normal,유압 문제 있으면 바로 말하세요.,"Nếu thủy lực có vấn đề, hãy báo ngay.",유압 문제 있으면 바로 말하세요.,VIT0037,seed_needs_native_field_review
VIS0219,manufacturing_machine,normal,유압 작업 전 안전 상태를 확인하세요.,"Trước khi làm thủy lực, hãy kiểm tra tình trạng an toàn.",유압 작업 전 안전 상태를 확인하세요.,VIT0037,seed_needs_native_field_review
VIS0220,manufacturing_machine,normal,유압 끝나면 관리자에게 보고하세요.,"Khi xong thủy lực, hãy báo cho quản lý.",유압 끝나면 관리자에게 보고하세요.,VIT0037,seed_needs_native_field_review
VIS0221,manufacturing_machine,normal,유압는 따로 보관하세요.,Hãy bảo quản riêng thủy lực.,유압는 따로 보관하세요.,VIT0037,seed_needs_native_field_review
VIS0222,manufacturing_machine,normal,유압 주변을 정리하세요.,Hãy dọn dẹp xung quanh thủy lực.,유압 주변을 정리하세요.,VIT0037,seed_needs_native_field_review
VIS0223,manufacturing_machine,normal,윤활유 확인하고 시작하세요.,Hãy kiểm tra dầu bôi trơn rồi bắt đầu.,윤활유 확인하고 시작하세요.,VIT0038,seed_needs_native_field_review
VIS0224,manufacturing_machine,normal,윤활유 문제 있으면 바로 말하세요.,"Nếu dầu bôi trơn có vấn đề, hãy báo ngay.",윤활유 문제 있으면 바로 말하세요.,VIT0038,seed_needs_native_field_review
VIS0225,manufacturing_machine,normal,윤활유 작업 전 안전 상태를 확인하세요.,"Trước khi làm dầu bôi trơn, hãy kiểm tra tình trạng an toàn.",윤활유 작업 전 안전 상태를 확인하세요.,VIT0038,seed_needs_native_field_review
VIS0226,manufacturing_machine,normal,윤활유 끝나면 관리자에게 보고하세요.,"Khi xong dầu bôi trơn, hãy báo cho quản lý.",윤활유 끝나면 관리자에게 보고하세요.,VIT0038,seed_needs_native_field_review
VIS0227,manufacturing_machine,normal,윤활유는 따로 보관하세요.,Hãy bảo quản riêng dầu bôi trơn.,윤활유는 따로 보관하세요.,VIT0038,seed_needs_native_field_review
VIS0228,manufacturing_machine,normal,윤활유 주변을 정리하세요.,Hãy dọn dẹp xung quanh dầu bôi trơn.,윤활유 주변을 정리하세요.,VIT0038,seed_needs_native_field_review
VIS0229,manufacturing_machine,normal,냉각수 확인하고 시작하세요.,Hãy kiểm tra nước làm mát rồi bắt đầu.,냉각수 확인하고 시작하세요.,VIT0039,seed_needs_native_field_review
VIS0230,manufacturing_machine,normal,냉각수 문제 있으면 바로 말하세요.,"Nếu nước làm mát có vấn đề, hãy báo ngay.",냉각수 문제 있으면 바로 말하세요.,VIT0039,seed_needs_native_field_review
VIS0231,manufacturing_machine,normal,냉각수 작업 전 안전 상태를 확인하세요.,"Trước khi làm nước làm mát, hãy kiểm tra tình trạng an toàn.",냉각수 작업 전 안전 상태를 확인하세요.,VIT0039,seed_needs_native_field_review
VIS0232,manufacturing_machine,normal,냉각수 끝나면 관리자에게 보고하세요.,"Khi xong nước làm mát, hãy báo cho quản lý.",냉각수 끝나면 관리자에게 보고하세요.,VIT0039,seed_needs_native_field_review
VIS0233,manufacturing_machine,normal,냉각수는 따로 보관하세요.,Hãy bảo quản riêng nước làm mát.,냉각수는 따로 보관하세요.,VIT0039,seed_needs_native_field_review
VIS0234,manufacturing_machine,normal,냉각수 주변을 정리하세요.,Hãy dọn dẹp xung quanh nước làm mát.,냉각수 주변을 정리하세요.,VIT0039,seed_needs_native_field_review
VIS0235,manufacturing_machine,normal,필터 확인하고 시작하세요.,Hãy kiểm tra bộ lọc rồi bắt đầu.,필터 확인하고 시작하세요.,VIT0040,seed_needs_native_field_review
VIS0236,manufacturing_machine,normal,필터 문제 있으면 바로 말하세요.,"Nếu bộ lọc có vấn đề, hãy báo ngay.",필터 문제 있으면 바로 말하세요.,VIT0040,seed_needs_native_field_review
VIS0237,manufacturing_machine,normal,필터 작업 전 안전 상태를 확인하세요.,"Trước khi làm bộ lọc, hãy kiểm tra tình trạng an toàn.",필터 작업 전 안전 상태를 확인하세요.,VIT0040,seed_needs_native_field_review
VIS0238,manufacturing_machine,normal,필터 끝나면 관리자에게 보고하세요.,"Khi xong bộ lọc, hãy báo cho quản lý.",필터 끝나면 관리자에게 보고하세요.,VIT0040,seed_needs_native_field_review
VIS0239,manufacturing_machine,normal,필터는 따로 보관하세요.,Hãy bảo quản riêng bộ lọc.,필터는 따로 보관하세요.,VIT0040,seed_needs_native_field_review
VIS0240,manufacturing_machine,normal,필터 주변을 정리하세요.,Hãy dọn dẹp xung quanh bộ lọc.,필터 주변을 정리하세요.,VIT0040,seed_needs_native_field_review
VIS0241,manufacturing_machine,normal,노즐 확인하고 시작하세요.,Hãy kiểm tra vòi phun rồi bắt đầu.,노즐 확인하고 시작하세요.,VIT0041,seed_needs_native_field_review
VIS0242,manufacturing_machine,normal,노즐 문제 있으면 바로 말하세요.,"Nếu vòi phun có vấn đề, hãy báo ngay.",노즐 문제 있으면 바로 말하세요.,VIT0041,seed_needs_native_field_review
VIS0243,manufacturing_machine,normal,노즐 작업 전 안전 상태를 확인하세요.,"Trước khi làm vòi phun, hãy kiểm tra tình trạng an toàn.",노즐 작업 전 안전 상태를 확인하세요.,VIT0041,seed_needs_native_field_review
VIS0244,manufacturing_machine,normal,노즐 끝나면 관리자에게 보고하세요.,"Khi xong vòi phun, hãy báo cho quản lý.",노즐 끝나면 관리자에게 보고하세요.,VIT0041,seed_needs_native_field_review
VIS0245,manufacturing_machine,normal,노즐는 따로 보관하세요.,Hãy bảo quản riêng vòi phun.,노즐는 따로 보관하세요.,VIT0041,seed_needs_native_field_review
VIS0246,manufacturing_machine,normal,노즐 주변을 정리하세요.,Hãy dọn dẹp xung quanh vòi phun.,노즐 주변을 정리하세요.,VIT0041,seed_needs_native_field_review
VIS0247,manufacturing_machine,normal,베어링 확인하고 시작하세요.,Hãy kiểm tra vòng bi rồi bắt đầu.,베어링 확인하고 시작하세요.,VIT0042,seed_needs_native_field_review
VIS0248,manufacturing_machine,normal,베어링 문제 있으면 바로 말하세요.,"Nếu vòng bi có vấn đề, hãy báo ngay.",베어링 문제 있으면 바로 말하세요.,VIT0042,seed_needs_native_field_review
VIS0249,manufacturing_machine,normal,베어링 작업 전 안전 상태를 확인하세요.,"Trước khi làm vòng bi, hãy kiểm tra tình trạng an toàn.",베어링 작업 전 안전 상태를 확인하세요.,VIT0042,seed_needs_native_field_review
VIS0250,manufacturing_machine,normal,베어링 끝나면 관리자에게 보고하세요.,"Khi xong vòng bi, hãy báo cho quản lý.",베어링 끝나면 관리자에게 보고하세요.,VIT0042,seed_needs_native_field_review
VIS0251,manufacturing_machine,normal,베어링는 따로 보관하세요.,Hãy bảo quản riêng vòng bi.,베어링는 따로 보관하세요.,VIT0042,seed_needs_native_field_review
VIS0252,manufacturing_machine,normal,베어링 주변을 정리하세요.,Hãy dọn dẹp xung quanh vòng bi.,베어링 주변을 정리하세요.,VIT0042,seed_needs_native_field_review
VIS0253,manufacturing_machine,normal,벨트 확인하고 시작하세요.,Hãy kiểm tra dây đai rồi bắt đầu.,벨트 확인하고 시작하세요.,VIT0043,seed_needs_native_field_review
VIS0254,manufacturing_machine,normal,벨트 문제 있으면 바로 말하세요.,"Nếu dây đai có vấn đề, hãy báo ngay.",벨트 문제 있으면 바로 말하세요.,VIT0043,seed_needs_native_field_review
VIS0255,manufacturing_machine,normal,벨트 작업 전 안전 상태를 확인하세요.,"Trước khi làm dây đai, hãy kiểm tra tình trạng an toàn.",벨트 작업 전 안전 상태를 확인하세요.,VIT0043,seed_needs_native_field_review
VIS0256,manufacturing_machine,normal,벨트 끝나면 관리자에게 보고하세요.,"Khi xong dây đai, hãy báo cho quản lý.",벨트 끝나면 관리자에게 보고하세요.,VIT0043,seed_needs_native_field_review
VIS0257,manufacturing_machine,normal,벨트는 따로 보관하세요.,Hãy bảo quản riêng dây đai.,벨트는 따로 보관하세요.,VIT0043,seed_needs_native_field_review
VIS0258,manufacturing_machine,normal,벨트 주변을 정리하세요.,Hãy dọn dẹp xung quanh dây đai.,벨트 주변을 정리하세요.,VIT0043,seed_needs_native_field_review
VIS0259,manufacturing_machine,normal,체인 확인하고 시작하세요.,Hãy kiểm tra xích rồi bắt đầu.,체인 확인하고 시작하세요.,VIT0044,seed_needs_native_field_review
VIS0260,manufacturing_machine,normal,체인 문제 있으면 바로 말하세요.,"Nếu xích có vấn đề, hãy báo ngay.",체인 문제 있으면 바로 말하세요.,VIT0044,seed_needs_native_field_review
VIS0261,manufacturing_machine,normal,체인 작업 전 안전 상태를 확인하세요.,"Trước khi làm xích, hãy kiểm tra tình trạng an toàn.",체인 작업 전 안전 상태를 확인하세요.,VIT0044,seed_needs_native_field_review
VIS0262,manufacturing_machine,normal,체인 끝나면 관리자에게 보고하세요.,"Khi xong xích, hãy báo cho quản lý.",체인 끝나면 관리자에게 보고하세요.,VIT0044,seed_needs_native_field_review
VIS0263,manufacturing_machine,normal,체인는 따로 보관하세요.,Hãy bảo quản riêng xích.,체인는 따로 보관하세요.,VIT0044,seed_needs_native_field_review
VIS0264,manufacturing_machine,normal,체인 주변을 정리하세요.,Hãy dọn dẹp xung quanh xích.,체인 주변을 정리하세요.,VIT0044,seed_needs_native_field_review
VIS0265,manufacturing_machine,normal,기어 확인하고 시작하세요.,Hãy kiểm tra bánh răng rồi bắt đầu.,기어 확인하고 시작하세요.,VIT0045,seed_needs_native_field_review
VIS0266,manufacturing_machine,normal,기어 문제 있으면 바로 말하세요.,"Nếu bánh răng có vấn đề, hãy báo ngay.",기어 문제 있으면 바로 말하세요.,VIT0045,seed_needs_native_field_review
VIS0267,manufacturing_machine,normal,기어 작업 전 안전 상태를 확인하세요.,"Trước khi làm bánh răng, hãy kiểm tra tình trạng an toàn.",기어 작업 전 안전 상태를 확인하세요.,VIT0045,seed_needs_native_field_review
VIS0268,manufacturing_machine,normal,기어 끝나면 관리자에게 보고하세요.,"Khi xong bánh răng, hãy báo cho quản lý.",기어 끝나면 관리자에게 보고하세요.,VIT0045,seed_needs_native_field_review
VIS0269,manufacturing_machine,normal,기어는 따로 보관하세요.,Hãy bảo quản riêng bánh răng.,기어는 따로 보관하세요.,VIT0045,seed_needs_native_field_review
VIS0270,manufacturing_machine,normal,기어 주변을 정리하세요.,Hãy dọn dẹp xung quanh bánh răng.,기어 주변을 정리하세요.,VIT0045,seed_needs_native_field_review
VIS0271,manufacturing_machine,normal,모터 확인하고 시작하세요.,Hãy kiểm tra động cơ rồi bắt đầu.,모터 확인하고 시작하세요.,VIT0046,seed_needs_native_field_review
VIS0272,manufacturing_machine,normal,모터 문제 있으면 바로 말하세요.,"Nếu động cơ có vấn đề, hãy báo ngay.",모터 문제 있으면 바로 말하세요.,VIT0046,seed_needs_native_field_review
VIS0273,manufacturing_machine,normal,모터 작업 전 안전 상태를 확인하세요.,"Trước khi làm động cơ, hãy kiểm tra tình trạng an toàn.",모터 작업 전 안전 상태를 확인하세요.,VIT0046,seed_needs_native_field_review
VIS0274,manufacturing_machine,normal,모터 끝나면 관리자에게 보고하세요.,"Khi xong động cơ, hãy báo cho quản lý.",모터 끝나면 관리자에게 보고하세요.,VIT0046,seed_needs_native_field_review
VIS0275,manufacturing_machine,normal,모터는 따로 보관하세요.,Hãy bảo quản riêng động cơ.,모터는 따로 보관하세요.,VIT0046,seed_needs_native_field_review
VIS0276,manufacturing_machine,normal,모터 주변을 정리하세요.,Hãy dọn dẹp xung quanh động cơ.,모터 주변을 정리하세요.,VIT0046,seed_needs_native_field_review
VIS0277,manufacturing_machine,normal,제어반 확인하고 시작하세요.,Hãy kiểm tra tủ điều khiển rồi bắt đầu.,제어반 확인하고 시작하세요.,VIT0047,seed_needs_native_field_review
